Consumer Items,Date,Values
Instant Coffee (Per 200 Gram) (Dollar),2013 Jun,9.9
Instant Noodles (Per 5 Packets) (Dollar),2013 Jun,2.2
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2013 Jun,13.1
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2013 Jun,na
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2013 Jun,2.4
Medium Prawns (Per Kilogram) (Dollar),2013 Jun,17.4
Mee Rebus (Per Bowl) (Dollar),2013 Jun,na
"Mutton, Chilled (Per Kilogram) (Dollar)",2013 Jun,17.8
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2013 Jun,2.5
Orange (Each) (Dollar),2013 Jun,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2013 Jun,1.5
Papaya (Per Kilogram) (Dollar),2013 Jun,1.8
Pear (Each) (Dollar),2013 Jun,1
"Petrol, 92 Octane (Per Litre) (Dollar)",2013 Jun,1.9
"Petrol, 95 Octane (Per Litre) (Dollar)",2013 Jun,2
"Petrol, 98 Octane (Per Litre) (Dollar)",2013 Jun,2.2
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2013 Jun,16.5
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2013 Jun,na
Potatoes (Per Kilogram) (Dollar),2013 Jun,1.8
Premium Thai Rice (Per 5 Kilogram) (Dollar),2013 Jun,12.9
Roti Prata (Plain) (Per Piece) (Dollar),2013 Jun,na
Salmon (Per Kilogram) (Dollar),2013 Jun,26.7
Sea Bass (Per Kilogram) (Dollar),2013 Jun,12
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2013 Jun,8.2
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2013 Jun,2.9
Small Prawns (Per Kilogram) (Dollar),2013 Jun,11.4
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2013 Jun,10.9
Spinach (Bayam) (Per Kilogram) (Dollar),2013 Jun,2.7
Squids (Per Kilogram) (Dollar),2013 Jun,11.8
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2013 Jun,14.6
Threadfin (Kurau) (Per Kilogram) (Dollar),2013 Jun,50.2
Tomatoes (Per Kilogram) (Dollar),2013 Jun,2.1
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2013 Jun,1.7
Watermelon (Per Kilogram) (Dollar),2013 Jun,1.4
White Pomfret (Per Kilogram) (Dollar),2013 Jun,23.5
White Sugar (Per 2 Kilogram) (Dollar),2013 Jun,3.3
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2013 Jun,5.9
Wholemeal Bread (Per 400 Gram) (Dollar),2013 Jun,na
Aerated Soft Drinks (Per 4 Cans) (Dollar),2013 May,na
Apple (Each) (Dollar),2013 May,0.4
Bananas (Per Kilogram) (Dollar),2013 May,1.8
"Beef, Chilled (Per Kilogram) (Dollar)",2013 May,na
Beer (Per 6 Cans) (Dollar),2013 May,na
Broccoli (Per Kilogram) (Dollar),2013 May,7.7
Cabbage (Per Kilogram) (Dollar),2013 May,2
Carrots (Per Kilogram) (Dollar),2013 May,2
Cheese (Per 12 Slices) (Dollar),2013 May,4.8
Chicken Nasi Briyani (Per Plate) (Dollar),2013 May,na
Chicken Rice (Per Plate) (Dollar),2013 May,na
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2013 May,na
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2013 May,4.4
Cigarettes (Per Pack) (Dollar),2013 May,10.9
Cod Fish (Per Kilogram) (Dollar),2013 May,49.8
Coffee/Tea With Milk (Per Cup) (Dollar),2013 May,na
Coffee/Tea Without Milk (Per Cup) (Dollar),2013 May,na
Cooking Oil (Per 2 Kilogram) (Dollar),2013 May,5.5
Diesel (Per Litre) (Dollar),2013 May,1.4
"Duck, Chilled (Per Kilogram) (Dollar)",2013 May,6.9
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2013 May,na
Fishball Noodle (Per Bowl) (Dollar),2013 May,na
Flowery Grouper (Per Kilogram) (Dollar),2013 May,14.2
Fresh Milk (Per Litre) (Dollar),2013 May,2.9
Fried Carrot Cake (Per Plate) (Dollar),2013 May,na
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2013 May,6.4
Golden Snapper (Per Kilogram) (Dollar),2013 May,17.3
Grapes (Per Kilogram) (Dollar),2013 May,8.4
Hen Eggs (Per 10) (Dollar),2013 May,2
Ice Kachang (Per Bowl) (Dollar),2013 May,na
Infant Milk Powder (Per 100 Gram) (Dollar),2013 May,4.8
Instant Coffee (Per 200 Gram) (Dollar),2013 May,10.1
Instant Noodles (Per 5 Packets) (Dollar),2013 May,2.2
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2013 May,13.1
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2013 May,na
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2013 May,2.4
Medium Prawns (Per Kilogram) (Dollar),2013 May,17.6
Mee Rebus (Per Bowl) (Dollar),2013 May,na
"Mutton, Chilled (Per Kilogram) (Dollar)",2013 May,17.8
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2013 May,2.4
Orange (Each) (Dollar),2013 May,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2013 May,1.5
Papaya (Per Kilogram) (Dollar),2013 May,1.8
Pear (Each) (Dollar),2013 May,1
"Petrol, 92 Octane (Per Litre) (Dollar)",2013 May,1.9
"Petrol, 95 Octane (Per Litre) (Dollar)",2013 May,2
"Petrol, 98 Octane (Per Litre) (Dollar)",2013 May,2.1
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2013 May,16.4
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2013 May,na
Potatoes (Per Kilogram) (Dollar),2013 May,1.8
Premium Thai Rice (Per 5 Kilogram) (Dollar),2013 May,12.9
Roti Prata (Plain) (Per Piece) (Dollar),2013 May,na
Salmon (Per Kilogram) (Dollar),2013 May,26.3
Sea Bass (Per Kilogram) (Dollar),2013 May,12.1
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2013 May,8.3
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2013 May,3.2
Small Prawns (Per Kilogram) (Dollar),2013 May,11.8
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2013 May,10.7
Spinach (Bayam) (Per Kilogram) (Dollar),2013 May,2.9
Squids (Per Kilogram) (Dollar),2013 May,11.7
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2013 May,14.6
Threadfin (Kurau) (Per Kilogram) (Dollar),2013 May,48.4
Tomatoes (Per Kilogram) (Dollar),2013 May,1.9
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2013 May,1.6
Watermelon (Per Kilogram) (Dollar),2013 May,1.4
White Pomfret (Per Kilogram) (Dollar),2013 May,23.6
White Sugar (Per 2 Kilogram) (Dollar),2013 May,3.3
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2013 May,5.8
Wholemeal Bread (Per 400 Gram) (Dollar),2013 May,na
Aerated Soft Drinks (Per 4 Cans) (Dollar),2013 Apr,na
Apple (Each) (Dollar),2013 Apr,0.4
Bananas (Per Kilogram) (Dollar),2013 Apr,1.8
"Beef, Chilled (Per Kilogram) (Dollar)",2013 Apr,na
Beer (Per 6 Cans) (Dollar),2013 Apr,na
Broccoli (Per Kilogram) (Dollar),2013 Apr,8.3
Cabbage (Per Kilogram) (Dollar),2013 Apr,1.9
Carrots (Per Kilogram) (Dollar),2013 Apr,2
Cheese (Per 12 Slices) (Dollar),2013 Apr,4.7
Chicken Nasi Briyani (Per Plate) (Dollar),2013 Apr,na
Chicken Rice (Per Plate) (Dollar),2013 Apr,na
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2013 Apr,na
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2013 Apr,4.2
Cigarettes (Per Pack) (Dollar),2013 Apr,10.9
Cod Fish (Per Kilogram) (Dollar),2013 Apr,49.2
Coffee/Tea With Milk (Per Cup) (Dollar),2013 Apr,na
Coffee/Tea Without Milk (Per Cup) (Dollar),2013 Apr,na
Cooking Oil (Per 2 Kilogram) (Dollar),2013 Apr,5.6
Diesel (Per Litre) (Dollar),2013 Apr,1.5
"Duck, Chilled (Per Kilogram) (Dollar)",2013 Apr,6.9
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2013 Apr,na
Fishball Noodle (Per Bowl) (Dollar),2013 Apr,na
Flowery Grouper (Per Kilogram) (Dollar),2013 Apr,14.1
Fresh Milk (Per Litre) (Dollar),2013 Apr,2.9
Fried Carrot Cake (Per Plate) (Dollar),2013 Apr,na
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2013 Apr,6.5
Golden Snapper (Per Kilogram) (Dollar),2013 Apr,17.1
Grapes (Per Kilogram) (Dollar),2013 Apr,8.5
Hen Eggs (Per 10) (Dollar),2013 Apr,1.9
Ice Kachang (Per Bowl) (Dollar),2013 Apr,na
Infant Milk Powder (Per 100 Gram) (Dollar),2013 Apr,4.8
Instant Coffee (Per 200 Gram) (Dollar),2013 Apr,10.1
Instant Noodles (Per 5 Packets) (Dollar),2013 Apr,2.2
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2013 Apr,13.1
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2013 Apr,na
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2013 Apr,2.5
Medium Prawns (Per Kilogram) (Dollar),2013 Apr,17.6
Mee Rebus (Per Bowl) (Dollar),2013 Apr,na
"Mutton, Chilled (Per Kilogram) (Dollar)",2013 Apr,17.8
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2013 Apr,2.4
Orange (Each) (Dollar),2013 Apr,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2013 Apr,1.5
Papaya (Per Kilogram) (Dollar),2013 Apr,1.8
Pear (Each) (Dollar),2013 Apr,1
"Petrol, 92 Octane (Per Litre) (Dollar)",2013 Apr,2
"Petrol, 95 Octane (Per Litre) (Dollar)",2013 Apr,2
"Petrol, 98 Octane (Per Litre) (Dollar)",2013 Apr,2.1
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2013 Apr,16.3
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2013 Apr,na
Potatoes (Per Kilogram) (Dollar),2013 Apr,1.8
Premium Thai Rice (Per 5 Kilogram) (Dollar),2013 Apr,12.8
Roti Prata (Plain) (Per Piece) (Dollar),2013 Apr,na
Salmon (Per Kilogram) (Dollar),2013 Apr,26.1
Sea Bass (Per Kilogram) (Dollar),2013 Apr,12
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2013 Apr,8.5
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2013 Apr,2.9
Small Prawns (Per Kilogram) (Dollar),2013 Apr,10.8
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2013 Apr,10.8
Spinach (Bayam) (Per Kilogram) (Dollar),2013 Apr,2.7
Squids (Per Kilogram) (Dollar),2013 Apr,11.8
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2013 Apr,14.6
Threadfin (Kurau) (Per Kilogram) (Dollar),2013 Apr,46.2
Tomatoes (Per Kilogram) (Dollar),2013 Apr,1.9
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2013 Apr,1.6
Watermelon (Per Kilogram) (Dollar),2013 Apr,1.4
White Pomfret (Per Kilogram) (Dollar),2013 Apr,22.7
White Sugar (Per 2 Kilogram) (Dollar),2013 Apr,3.3
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2013 Apr,5.9
Wholemeal Bread (Per 400 Gram) (Dollar),2013 Apr,na
Aerated Soft Drinks (Per 4 Cans) (Dollar),2013 Mar,na
Apple (Each) (Dollar),2013 Mar,0.4
Bananas (Per Kilogram) (Dollar),2013 Mar,1.7
"Beef, Chilled (Per Kilogram) (Dollar)",2013 Mar,na
Beer (Per 6 Cans) (Dollar),2013 Mar,na
Broccoli (Per Kilogram) (Dollar),2013 Mar,7.7
Cabbage (Per Kilogram) (Dollar),2013 Mar,1.9
Carrots (Per Kilogram) (Dollar),2013 Mar,2
Cheese (Per 12 Slices) (Dollar),2013 Mar,4.9
Chicken Nasi Briyani (Per Plate) (Dollar),2013 Mar,na
Chicken Rice (Per Plate) (Dollar),2013 Mar,na
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2013 Mar,na
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2013 Mar,4.1
Cigarettes (Per Pack) (Dollar),2013 Mar,10.9
Cod Fish (Per Kilogram) (Dollar),2013 Mar,48.9
Coffee/Tea With Milk (Per Cup) (Dollar),2013 Mar,na
Coffee/Tea Without Milk (Per Cup) (Dollar),2013 Mar,na
Cooking Oil (Per 2 Kilogram) (Dollar),2013 Mar,5.6
Diesel (Per Litre) (Dollar),2013 Mar,1.6
"Duck, Chilled (Per Kilogram) (Dollar)",2013 Mar,6.9
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2013 Mar,na
Fishball Noodle (Per Bowl) (Dollar),2013 Mar,na
Flowery Grouper (Per Kilogram) (Dollar),2013 Mar,14.2
Fresh Milk (Per Litre) (Dollar),2013 Mar,2.9
Fried Carrot Cake (Per Plate) (Dollar),2013 Mar,na
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2013 Mar,6.5
Golden Snapper (Per Kilogram) (Dollar),2013 Mar,17.3
Grapes (Per Kilogram) (Dollar),2013 Mar,8.1
Hen Eggs (Per 10) (Dollar),2013 Mar,1.9
Ice Kachang (Per Bowl) (Dollar),2013 Mar,na
Infant Milk Powder (Per 100 Gram) (Dollar),2013 Mar,4.8
Instant Coffee (Per 200 Gram) (Dollar),2013 Mar,10.1
Instant Noodles (Per 5 Packets) (Dollar),2013 Mar,2.3
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2013 Mar,12.9
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2013 Mar,na
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2013 Mar,2.5
Medium Prawns (Per Kilogram) (Dollar),2013 Mar,17.6
Mee Rebus (Per Bowl) (Dollar),2013 Mar,na
"Mutton, Chilled (Per Kilogram) (Dollar)",2013 Mar,17.8
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2013 Mar,2.4
Orange (Each) (Dollar),2013 Mar,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2013 Mar,1.5
Papaya (Per Kilogram) (Dollar),2013 Mar,1.8
Pear (Each) (Dollar),2013 Mar,1
"Petrol, 92 Octane (Per Litre) (Dollar)",2013 Mar,2
"Petrol, 95 Octane (Per Litre) (Dollar)",2013 Mar,2.1
"Petrol, 98 Octane (Per Litre) (Dollar)",2013 Mar,2.2
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2013 Mar,16.2
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2013 Mar,na
Potatoes (Per Kilogram) (Dollar),2013 Mar,1.7
Premium Thai Rice (Per 5 Kilogram) (Dollar),2013 Mar,12.7
Roti Prata (Plain) (Per Piece) (Dollar),2013 Mar,na
Salmon (Per Kilogram) (Dollar),2013 Mar,26
Sea Bass (Per Kilogram) (Dollar),2013 Mar,12.6
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2013 Mar,8.4
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2013 Mar,2.7
Small Prawns (Per Kilogram) (Dollar),2013 Mar,10.7
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2013 Mar,10.9
Spinach (Bayam) (Per Kilogram) (Dollar),2013 Mar,2.7
Squids (Per Kilogram) (Dollar),2013 Mar,12
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2013 Mar,14.6
Threadfin (Kurau) (Per Kilogram) (Dollar),2013 Mar,44
Tomatoes (Per Kilogram) (Dollar),2013 Mar,2.6
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2013 Mar,1.6
Watermelon (Per Kilogram) (Dollar),2013 Mar,1.5
White Pomfret (Per Kilogram) (Dollar),2013 Mar,23.8
White Sugar (Per 2 Kilogram) (Dollar),2013 Mar,3.3
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2013 Mar,5.9
Wholemeal Bread (Per 400 Gram) (Dollar),2013 Mar,na
Aerated Soft Drinks (Per 4 Cans) (Dollar),2013 Feb,na
Apple (Each) (Dollar),2013 Feb,0.4
Bananas (Per Kilogram) (Dollar),2013 Feb,1.7
"Beef, Chilled (Per Kilogram) (Dollar)",2013 Feb,na
Beer (Per 6 Cans) (Dollar),2013 Feb,na
Broccoli (Per Kilogram) (Dollar),2013 Feb,7.7
Cabbage (Per Kilogram) (Dollar),2013 Feb,1.9
Carrots (Per Kilogram) (Dollar),2013 Feb,2
Cheese (Per 12 Slices) (Dollar),2013 Feb,5
Chicken Nasi Briyani (Per Plate) (Dollar),2013 Feb,na
Chicken Rice (Per Plate) (Dollar),2013 Feb,na
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2013 Feb,na
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2013 Feb,4.3
Cigarettes (Per Pack) (Dollar),2013 Feb,10.8
Cod Fish (Per Kilogram) (Dollar),2013 Feb,49.6
Coffee/Tea With Milk (Per Cup) (Dollar),2013 Feb,na
Coffee/Tea Without Milk (Per Cup) (Dollar),2013 Feb,na
Cooking Oil (Per 2 Kilogram) (Dollar),2013 Feb,5.7
Diesel (Per Litre) (Dollar),2013 Feb,1.6
"Duck, Chilled (Per Kilogram) (Dollar)",2013 Feb,7
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2013 Feb,na
Fishball Noodle (Per Bowl) (Dollar),2013 Feb,na
Flowery Grouper (Per Kilogram) (Dollar),2013 Feb,16.7
Fresh Milk (Per Litre) (Dollar),2013 Feb,2.9
Fried Carrot Cake (Per Plate) (Dollar),2013 Feb,na
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2013 Feb,6.8
Golden Snapper (Per Kilogram) (Dollar),2013 Feb,19.2
Grapes (Per Kilogram) (Dollar),2013 Feb,8.1
Hen Eggs (Per 10) (Dollar),2013 Feb,1.9
Ice Kachang (Per Bowl) (Dollar),2013 Feb,na
Infant Milk Powder (Per 100 Gram) (Dollar),2013 Feb,4.7
Instant Coffee (Per 200 Gram) (Dollar),2013 Feb,9.9
Instant Noodles (Per 5 Packets) (Dollar),2013 Feb,2.3
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2013 Feb,13.5
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2013 Feb,na
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2013 Feb,2.5
Medium Prawns (Per Kilogram) (Dollar),2013 Feb,19.3
Mee Rebus (Per Bowl) (Dollar),2013 Feb,na
"Mutton, Chilled (Per Kilogram) (Dollar)",2013 Feb,17.8
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2013 Feb,2.3
Orange (Each) (Dollar),2013 Feb,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2013 Feb,1.5
Papaya (Per Kilogram) (Dollar),2013 Feb,1.8
Pear (Each) (Dollar),2013 Feb,0.9
"Petrol, 92 Octane (Per Litre) (Dollar)",2013 Feb,2.1
"Petrol, 95 Octane (Per Litre) (Dollar)",2013 Feb,2.1
"Petrol, 98 Octane (Per Litre) (Dollar)",2013 Feb,2.3
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2013 Feb,16.9
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2013 Feb,na
Potatoes (Per Kilogram) (Dollar),2013 Feb,1.7
Premium Thai Rice (Per 5 Kilogram) (Dollar),2013 Feb,12.5
Roti Prata (Plain) (Per Piece) (Dollar),2013 Feb,na
Salmon (Per Kilogram) (Dollar),2013 Feb,25.7
Sea Bass (Per Kilogram) (Dollar),2013 Feb,12.9
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2013 Feb,8.6
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2013 Feb,3.2
Small Prawns (Per Kilogram) (Dollar),2013 Feb,12
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2013 Feb,11.5
Spinach (Bayam) (Per Kilogram) (Dollar),2013 Feb,3.1
Squids (Per Kilogram) (Dollar),2013 Feb,12.9
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2013 Feb,14.9
Threadfin (Kurau) (Per Kilogram) (Dollar),2013 Feb,49.7
Tomatoes (Per Kilogram) (Dollar),2013 Feb,3.2
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2013 Feb,1.6
Watermelon (Per Kilogram) (Dollar),2013 Feb,1.4
White Pomfret (Per Kilogram) (Dollar),2013 Feb,29.9
White Sugar (Per 2 Kilogram) (Dollar),2013 Feb,3.4
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2013 Feb,6
Wholemeal Bread (Per 400 Gram) (Dollar),2013 Feb,na
Aerated Soft Drinks (Per 4 Cans) (Dollar),2013 Jan,na
Apple (Each) (Dollar),2013 Jan,0.4
Bananas (Per Kilogram) (Dollar),2013 Jan,1.7
"Beef, Chilled (Per Kilogram) (Dollar)",2013 Jan,na
Beer (Per 6 Cans) (Dollar),2013 Jan,na
Broccoli (Per Kilogram) (Dollar),2013 Jan,7.6
Cabbage (Per Kilogram) (Dollar),2013 Jan,1.9
Carrots (Per Kilogram) (Dollar),2013 Jan,2
Cheese (Per 12 Slices) (Dollar),2013 Jan,5
Chicken Nasi Briyani (Per Plate) (Dollar),2013 Jan,na
Chicken Rice (Per Plate) (Dollar),2013 Jan,na
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2013 Jan,na
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2013 Jan,4.2
Cigarettes (Per Pack) (Dollar),2013 Jan,10.8
Cod Fish (Per Kilogram) (Dollar),2013 Jan,49.9
Coffee/Tea With Milk (Per Cup) (Dollar),2013 Jan,na
Coffee/Tea Without Milk (Per Cup) (Dollar),2013 Jan,na
Cooking Oil (Per 2 Kilogram) (Dollar),2013 Jan,5.8
Diesel (Per Litre) (Dollar),2013 Jan,1.5
"Duck, Chilled (Per Kilogram) (Dollar)",2013 Jan,6.9
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2013 Jan,na
Fishball Noodle (Per Bowl) (Dollar),2013 Jan,na
Flowery Grouper (Per Kilogram) (Dollar),2013 Jan,15.3
Fresh Milk (Per Litre) (Dollar),2013 Jan,2.9
Fried Carrot Cake (Per Plate) (Dollar),2013 Jan,na
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2013 Jan,6.8
Golden Snapper (Per Kilogram) (Dollar),2013 Jan,18.8
Grapes (Per Kilogram) (Dollar),2013 Jan,8.1
Hen Eggs (Per 10) (Dollar),2013 Jan,1.9
Ice Kachang (Per Bowl) (Dollar),2013 Jan,na
Infant Milk Powder (Per 100 Gram) (Dollar),2013 Jan,4.7
Instant Coffee (Per 200 Gram) (Dollar),2013 Jan,9.9
Instant Noodles (Per 5 Packets) (Dollar),2013 Jan,2.2
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2013 Jan,13.2
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2013 Jan,na
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2013 Jan,2.5
Medium Prawns (Per Kilogram) (Dollar),2013 Jan,18.3
Mee Rebus (Per Bowl) (Dollar),2013 Jan,na
"Mutton, Chilled (Per Kilogram) (Dollar)",2013 Jan,17.8
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2013 Jan,2.3
Orange (Each) (Dollar),2013 Jan,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2013 Jan,1.5
Papaya (Per Kilogram) (Dollar),2013 Jan,1.8
Pear (Each) (Dollar),2013 Jan,0.9
"Petrol, 92 Octane (Per Litre) (Dollar)",2013 Jan,2
"Petrol, 95 Octane (Per Litre) (Dollar)",2013 Jan,2
"Petrol, 98 Octane (Per Litre) (Dollar)",2013 Jan,2.2
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2013 Jan,16.7
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2013 Jan,na
Potatoes (Per Kilogram) (Dollar),2013 Jan,1.7
Premium Thai Rice (Per 5 Kilogram) (Dollar),2013 Jan,12.7
Roti Prata (Plain) (Per Piece) (Dollar),2013 Jan,na
Salmon (Per Kilogram) (Dollar),2013 Jan,24.8
Sea Bass (Per Kilogram) (Dollar),2013 Jan,12.2
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2013 Jan,8.4
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2013 Jan,3.1
Small Prawns (Per Kilogram) (Dollar),2013 Jan,11.8
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2013 Jan,11.6
Spinach (Bayam) (Per Kilogram) (Dollar),2013 Jan,3
Squids (Per Kilogram) (Dollar),2013 Jan,12.1
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2013 Jan,14.5
Threadfin (Kurau) (Per Kilogram) (Dollar),2013 Jan,48.7
Tomatoes (Per Kilogram) (Dollar),2013 Jan,2.8
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2013 Jan,1.6
Watermelon (Per Kilogram) (Dollar),2013 Jan,1.4
White Pomfret (Per Kilogram) (Dollar),2013 Jan,25.4
White Sugar (Per 2 Kilogram) (Dollar),2013 Jan,3.3
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2013 Jan,5.9
Wholemeal Bread (Per 400 Gram) (Dollar),2013 Jan,na
Aerated Soft Drinks (Per 4 Cans) (Dollar),2012 Dec,na
Apple (Each) (Dollar),2012 Dec,0.4
Bananas (Per Kilogram) (Dollar),2012 Dec,1.7
"Beef, Chilled (Per Kilogram) (Dollar)",2012 Dec,na
Beer (Per 6 Cans) (Dollar),2012 Dec,na
Broccoli (Per Kilogram) (Dollar),2012 Dec,7.6
Cabbage (Per Kilogram) (Dollar),2012 Dec,1.9
Carrots (Per Kilogram) (Dollar),2012 Dec,2
Cheese (Per 12 Slices) (Dollar),2012 Dec,5
Chicken Nasi Briyani (Per Plate) (Dollar),2012 Dec,na
Chicken Rice (Per Plate) (Dollar),2012 Dec,na
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2012 Dec,na
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2012 Dec,4.4
Cigarettes (Per Pack) (Dollar),2012 Dec,10.8
Cod Fish (Per Kilogram) (Dollar),2012 Dec,50
Coffee/Tea With Milk (Per Cup) (Dollar),2012 Dec,na
Coffee/Tea Without Milk (Per Cup) (Dollar),2012 Dec,na
Cooking Oil (Per 2 Kilogram) (Dollar),2012 Dec,5.8
Diesel (Per Litre) (Dollar),2012 Dec,1.5
"Duck, Chilled (Per Kilogram) (Dollar)",2012 Dec,6.8
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2012 Dec,na
Fishball Noodle (Per Bowl) (Dollar),2012 Dec,na
Flowery Grouper (Per Kilogram) (Dollar),2012 Dec,14
Fresh Milk (Per Litre) (Dollar),2012 Dec,2.9
Fried Carrot Cake (Per Plate) (Dollar),2012 Dec,na
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2012 Dec,6.6
Golden Snapper (Per Kilogram) (Dollar),2012 Dec,16.4
Grapes (Per Kilogram) (Dollar),2012 Dec,7.9
Hen Eggs (Per 10) (Dollar),2012 Dec,1.9
Ice Kachang (Per Bowl) (Dollar),2012 Dec,na
Infant Milk Powder (Per 100 Gram) (Dollar),2012 Dec,4.7
Instant Coffee (Per 200 Gram) (Dollar),2012 Dec,10.2
